Age,BodyweightKg,Place,Dots,Wilks,Glossbrenner,Goodlift,bestSquat/bodyWeight,bestBench/bodyWeight,bestDeadlift/bodyWeight,totalKg/bodyWeight
27.0,67.5,1,389.81,389.95,378.52,77.91,2.12,1.68,3.7,7.49
48.5,82.5,2,319.55,316.02,304.08,65.5,2.01,1.37,2.34,5.72
35.5,90.0,1,378.35,373.55,358.01,77.79,2.34,1.51,2.65,6.5
18.5,90.0,2,293.29,289.57,277.52,60.3,1.66,1.31,2.07,5.04
40.5,100.0,1,379.71,375.43,358.58,77.93,2.31,1.47,2.38,6.17
35.5,140.0,1,522.01,532.29,505.94,103.84,2.59,1.65,2.56,6.8
40.0,140.0,2,490.94,500.61,475.83,97.66,2.22,1.68,2.49,6.4
48.5,82.5,1,322.63,319.06,307.0,66.13,2.06,1.37,2.34,5.77
14.0,56.52,2,199.76,202.99,198.91,38.1,1.19,0.84,1.95,3.98
14.0,56.52,1,199.76,202.99,198.91,38.1,1.19,0.84,1.95,3.98
78.0,58.97,1,259.01,262.14,256.23,50.07,1.7,1.1,2.33,5.13
33.0,72.58,3,225.37,224.29,217.02,45.6,1.03,1.14,2.07,4.24
15.0,73.12,1,293.56,292.01,282.46,59.46,2.02,1.09,2.39,5.5
15.0,73.12,1,293.56,292.01,282.46,59.46,2.02,1.09,2.39,5.5
38.0,73.71,4,148.73,147.87,142.99,30.16,0.78,0.64,1.36,2.78
22.0,74.66,2,242.84,241.25,233.15,49.32,1.51,1.0,2.01,4.52
22.0,74.66,1,242.84,241.25,233.15,49.32,1.51,1.0,2.01,4.52
32.0,81.1,2,275.34,272.46,262.36,56.37,1.33,1.2,2.44,4.96
38.0,82.1,1,353.22,349.37,336.24,72.38,2.25,1.46,2.62,6.33
38.0,82.1,1,353.22,349.37,336.24,72.38,2.25,1.46,2.62,6.33
30.0,85.73,1,369.72,365.26,350.83,75.93,2.27,1.66,2.57,6.5
36.0,88.54,2,347.19,342.83,328.81,71.37,2.12,1.41,2.48,6.01
14.0,88.54,3,251.02,247.87,237.73,51.6,1.41,1.16,1.78,4.35
14.0,88.54,1,251.02,247.87,237.73,51.6,1.41,1.16,1.78,4.35
42.0,92.08,3,271.71,268.26,256.85,55.87,1.49,1.38,1.74,4.62
42.0,92.08,1,271.71,268.26,256.85,55.87,1.49,1.38,1.74,4.62
54.0,94.44,2,322.13,318.09,304.27,66.22,1.8,1.32,2.28,5.4
54.0,94.44,1,322.13,318.09,304.27,66.22,1.8,1.32,2.28,5.4
24.0,96.07,1,377.54,372.9,356.5,77.59,2.26,1.59,2.42,6.27
51.0,104.87,1,343.94,340.75,325.38,70.42,1.74,1.53,2.17,5.44
51.0,104.87,1,343.94,340.75,325.38,70.42,1.74,1.53,2.17,5.44
38.0,115.67,1,402.73,401.76,384.65,81.81,2.16,1.47,2.36,5.99
24.0,118.48,2,343.18,343.11,328.73,69.55,1.67,1.22,2.13,5.02
24.0,118.48,1,343.18,343.11,328.73,69.55,1.67,1.22,2.13,5.02
68.0,119.3,4,234.49,234.6,224.8,47.49,1.28,0.75,1.38,3.42
68.0,119.3,1,234.49,234.6,224.8,47.49,1.28,0.75,1.38,3.42
29.0,120.2,3,340.09,340.51,326.3,68.83,1.66,1.14,2.12,4.93
59.0,128.73,1,342.58,345.63,330.35,68.81,1.81,1.17,1.77,4.74
11.0,41.28,1,186.64,195.54,194.04,30.57,0.97,0.79,1.94,3.69
19.0,55.97,1,297.75,302.85,296.94,56.6,1.97,1.25,2.72,5.94
19.0,55.97,1,297.75,302.85,296.94,56.6,1.97,1.25,2.72,5.94
33.0,58.97,1,308.24,311.97,304.94,59.59,1.57,1.57,2.97,6.1
23.0,67.27,1,361.22,361.44,350.9,72.15,2.16,1.52,3.27,6.95
22.0,63.19,2,325.96,327.84,319.25,64.21,1.82,1.82,2.73,6.37
48.0,67.0,3,300.28,300.56,291.85,59.93,1.9,1.49,2.39,5.78
18.0,67.36,4,274.03,274.17,266.16,54.75,1.89,1.26,2.12,5.27
12.0,62.28,1,210.91,212.4,207.0,41.4,1.49,0.84,1.81,4.13
18.0,67.36,1,274.03,274.17,266.16,54.75,1.89,1.26,2.12,5.27
23.0,67.27,1,361.22,361.44,350.9,72.15,2.16,1.52,3.27,6.95
45.0,66.04,1,369.27,370.04,359.56,73.48,2.54,1.53,3.07,7.14
48.0,67.0,2,300.28,300.56,291.85,59.93,1.9,1.49,2.39,5.78
60.0,66.77,1,363.18,363.62,353.14,72.43,2.81,1.46,2.73,7.0
67.0,66.36,1,269.23,269.69,261.99,53.63,1.43,1.51,2.26,5.2
45.0,66.04,1,369.27,370.04,359.56,73.48,2.54,1.53,3.07,7.14
23.0,67.27,2,361.22,361.44,350.9,72.15,2.16,1.52,3.27,6.95
16.0,74.16,1,326.99,324.99,314.17,66.36,2.09,1.18,2.83,6.1
34.0,74.3,2,241.79,240.28,232.26,49.08,1.62,1.08,1.82,4.51
22.0,89.81,1,607.77,600.06,575.15,103.73,4.29,2.7,3.46,10.45
11.0,68.49,1,135.39,135.28,131.23,27.13,0.77,0.47,1.35,2.59
15.0,74.93,1,323.03,320.86,310.04,65.64,2.0,1.2,2.8,6.01
14.0,70.76,2,249.77,249.0,241.19,50.34,1.73,0.99,2.01,4.73
17.0,73.71,1,399.03,396.73,383.62,80.91,2.72,1.53,3.22,7.46
17.0,72.21,2,338.29,336.78,325.94,68.4,2.04,1.73,2.6,6.37
16.0,74.16,3,326.99,324.99,314.17,66.36,2.09,1.18,2.83,6.1
19.0,74.62,1,349.08,346.82,335.18,70.9,2.28,1.64,2.58,6.5
18.0,74.39,2,302.9,300.99,290.93,61.49,1.92,1.41,2.32,5.65
22.0,74.12,1,383.13,380.8,368.13,77.74,2.53,1.48,3.14,7.15
50.0,73.66,1,246.78,245.37,237.27,50.03,1.97,1.83,0.81,4.62
71.0,72.39,1,332.23,330.69,320.01,67.2,1.73,1.62,2.9,6.25
29.0,71.85,1,332.05,330.68,320.1,67.09,2.12,1.36,2.78,6.26
25.0,71.85,2,326.52,325.17,314.76,65.97,2.05,1.5,2.61,6.16
34.0,77.79,1,371.65,368.43,355.43,75.83,1.83,2.06,2.92,6.81
29.0,78.11,2,360.23,357.03,344.38,73.53,2.24,1.63,2.72,6.59
26.0,79.83,3,343.48,340.1,327.73,70.24,1.91,1.57,2.76,6.23
15.0,82.05,4,321.06,317.57,305.64,65.79,2.01,1.13,2.62,5.76
29.0,79.11,5,274.19,271.59,261.82,56.03,1.58,0.98,2.43,4.99
37.0,82.01,6,244.69,242.03,232.95,50.14,1.34,1.1,1.95,4.39
34.0,80.2,7,232.38,230.05,221.63,47.54,1.34,0.94,1.93,4.21
15.0,82.05,1,321.06,317.57,305.64,65.79,2.01,1.13,2.62,5.76
14.0,82.42,3,257.55,254.71,245.09,52.79,1.7,0.91,2.0,4.61
15.0,80.83,4,250.17,247.58,238.44,51.21,1.7,0.93,1.89,4.52
17.0,77.7,1,328.06,325.23,313.77,66.93,1.99,1.45,2.57,6.02
16.0,81.42,2,242.29,239.72,230.8,49.62,1.47,1.01,1.87,4.36
18.5,81.56,1,354.56,350.77,337.69,72.62,2.24,1.5,2.64,6.38
37.0,82.01,1,244.69,242.03,232.95,50.14,1.34,1.1,1.95,4.39
54.0,81.19,1,311.05,307.78,296.36,63.69,2.16,1.54,1.91,5.6
59.0,75.48,1,476.94,473.54,457.43,97.0,3.01,2.19,3.64,8.84
58.0,77.38,2,353.51,350.53,338.24,72.09,2.36,1.65,2.49,6.49
63.0,82.24,1,317.25,313.78,301.96,65.02,1.98,1.49,2.22,5.68
70.0,80.92,1,309.94,306.72,295.39,63.45,1.85,1.08,2.66,5.59
18.5,81.56,1,354.56,350.77,337.69,72.62,2.24,1.5,2.64,6.38
47.0,86.14,1,463.04,457.41,439.24,95.11,3.05,1.8,3.28,8.13
31.0,86.91,2,424.64,419.41,402.59,87.25,2.47,2.07,2.88,7.42
27.0,87.68,3,389.91,385.06,369.47,80.13,2.08,1.71,2.99,6.79
26.0,88.04,4,356.39,351.93,337.62,73.25,2.16,1.36,2.67,6.19
23.5,88.09,5,356.28,351.82,337.51,73.23,1.62,1.87,2.7,6.19
26.0,89.86,6,338.11,333.83,319.96,69.52,2.14,1.53,2.14,5.81
29.0,89.81,7,328.5,324.33,310.87,67.54,1.98,1.28,2.39,5.65
31.0,89.81,8,325.26,321.14,307.81,66.87,2.03,1.45,2.12,5.6
47.0,84.28,9,327.99,324.16,311.6,67.31,1.6,1.9,2.31,5.81
51.0,89.09,10,310.35,306.43,293.81,63.8,1.57,1.55,2.24,5.36
34.0,86.36,11,300.56,296.89,285.07,61.74,1.71,1.36,2.2,5.27
16.0,88.68,12,278.51,275.0,263.73,57.25,1.66,1.04,2.11,4.82
16.0,88.68,1,278.51,275.0,263.73,57.25,1.66,1.04,2.11,4.82
21.0,87.09,1,369.92,365.35,350.67,76.01,2.12,1.64,2.7,6.46
22.0,88.27,2,365.7,361.12,346.39,75.17,2.41,1.5,2.44,6.34
23.5,88.09,3,356.28,351.82,337.51,73.23,1.62,1.87,2.7,6.19
23.0,88.45,4,345.75,341.4,327.45,71.07,2.15,1.33,2.52,5.99
24.0,88.18,5,320.16,316.15,303.27,65.8,2.15,1.19,2.21,5.56
37.0,87.77,1,286.55,282.98,271.51,58.89,1.68,1.2,2.11,4.98
47.0,86.14,1,463.04,457.41,439.24,95.11,3.05,1.8,3.28,8.13
47.0,84.28,2,327.99,324.16,311.6,67.31,1.6,1.9,2.31,5.81
51.0,89.09,1,310.35,306.43,293.81,63.8,1.57,1.55,2.24,5.36
60.0,88.86,1,356.31,351.82,337.38,73.25,2.05,1.24,2.87,6.16
32.0,99.7,1,403.69,399.11,381.21,82.86,2.33,1.63,2.61,6.57
27.0,92.99,2,413.58,408.34,390.83,85.04,2.2,1.91,2.88,6.99
25.0,96.62,3,396.86,392.04,374.73,81.55,2.35,1.58,2.64,6.57
26.0,96.62,4,393.74,388.95,371.78,80.91,2.28,1.5,2.74,6.52
24.0,96.52,5,357.97,353.61,338.01,73.56,2.02,1.24,2.67,5.93
34.0,98.16,6,355.27,351.07,335.44,72.97,1.99,1.38,2.47,5.83
33.0,93.39,7,352.41,347.96,332.98,72.46,2.06,1.53,2.36,5.94
28.0,97.89,8,295.12,291.62,278.65,60.62,1.56,1.33,1.97,4.85
54.0,93.89,9,272.35,268.92,257.29,55.99,1.7,0.85,2.02,4.58
34.0,97.98,10,263.95,260.82,249.22,54.21,1.38,1.17,1.79,4.34
69.0,99.56,11,198.88,196.62,187.81,40.83,0.7,1.33,1.21,3.24
21.0,97.89,1,436.47,431.29,412.11,89.65,2.66,1.61,2.91,7.18
54.0,93.89,1,272.35,268.92,257.29,55.99,1.7,0.85,2.02,4.58
64.0,98.61,1,258.56,255.54,244.13,53.1,1.04,1.22,1.98,4.23
69.0,99.56,1,198.88,196.62,187.81,40.83,0.7,1.33,1.21,3.24
70.5,91.94,1,173.38,171.18,163.91,35.65,0.49,1.15,1.31,2.95
32.0,98.29,1,449.64,444.35,424.54,92.34,2.54,1.86,2.98,7.38
33.0,98.88,2,389.69,385.17,367.95,80.02,2.28,1.59,2.5,6.37
30.0,109.18,1,418.73,415.85,397.37,85.49,2.31,1.49,2.66,6.46
30.0,105.01,2,401.04,397.36,379.44,82.1,2.21,1.62,2.5,6.33
25.0,106.91,3,387.72,384.54,367.28,79.28,2.1,1.47,2.48,6.06
30.0,108.32,4,344.04,341.5,326.26,70.28,1.75,1.48,2.1,5.33
44.0,106.55,5,343.26,340.38,325.08,70.2,1.9,1.41,2.06,5.37
25.0,107.95,6,325.11,322.64,308.21,66.43,1.69,1.25,2.11,5.05
29.0,107.32,7,318.38,315.84,301.68,65.08,1.56,1.35,2.05,4.96
36.0,97.79,5,601.97,594.81,568.37,102.38,3.94,2.71,3.25,9.9
16.0,104.05,8,272.4,269.77,257.59,55.79,1.44,1.03,1.85,4.32
16.0,104.05,1,272.4,269.77,257.59,55.79,1.44,1.03,1.85,4.32
38.0,102.6,1,278.54,275.68,263.24,57.1,1.56,1.05,1.85,4.46
43.5,102.74,1,363.58,359.86,343.61,74.52,2.09,1.51,2.21,5.82
44.0,106.55,2,343.26,340.38,325.08,70.2,1.9,1.41,2.06,5.37
48.0,109.77,1,220.79,219.35,209.64,45.06,1.18,0.89,1.32,3.39
59.0,109.32,1,391.81,389.15,371.87,79.98,1.76,1.72,2.56,6.04
55.5,109.09,2,332.71,330.41,315.71,67.93,1.7,1.47,1.97,5.13
31.0,109.77,1,235.61,234.08,223.7,48.08,1.21,0.84,1.57,3.62
33.0,112.72,1,381.51,379.77,363.26,77.69,2.04,1.55,2.17,5.77
30.0,122.97,2,370.32,371.67,356.03,74.76,1.73,1.3,2.26,5.29
24.0,123.38,3,365.66,367.12,351.63,73.8,1.78,1.13,2.29,5.21
27.0,120.02,4,361.79,362.19,347.07,73.23,1.92,1.25,2.08,5.25
27.0,111.4,5,355.16,353.22,337.73,72.39,1.89,1.23,2.29,5.41
30.0,124.01,6,338.07,339.61,325.19,68.19,1.53,1.33,1.94,4.8
17.0,114.99,7,308.87,307.96,294.79,62.78,1.61,1.02,1.98,4.61
26.0,114.76,8,298.88,297.95,285.19,60.76,1.57,1.02,1.87,4.47
17.0,114.99,1,308.87,307.96,294.79,62.78,1.61,1.02,1.98,4.61
24.0,123.38,1,365.66,367.12,351.63,73.8,1.78,1.13,2.29,5.21
37.5,121.65,1,295.87,296.6,284.21,59.8,1.5,0.97,1.79,4.25
43.0,124.01,1,332.39,333.9,319.73,67.04,1.85,1.21,1.65,4.72
37.5,121.65,1,295.87,296.6,284.21,59.8,1.5,0.97,1.79,4.25
30.0,126.46,1,399.52,402.23,384.8,80.41,2.19,1.15,2.25,5.59
25.0,136.98,2,341.88,347.62,330.92,68.18,1.73,1.13,1.66,4.53
35.0,128.05,1,362.83,365.82,349.75,72.92,1.8,1.37,1.87,5.04
50.0,130.14,1,415.62,419.87,401.07,83.38,2.09,1.31,2.31,5.71
52.0,140.61,1,324.31,330.88,314.4,64.48,1.23,1.1,1.88,4.21
52.0,140.61,1,324.31,330.88,314.4,64.48,1.23,1.1,1.88,4.21
21.0,66.1,1,313.06,313.69,304.79,62.3,1.78,1.48,2.8,6.05
35.0,74.9,1,305.16,303.12,292.9,62.0,1.9,1.3,2.47,5.67
26.0,82.0,1,341.57,337.86,325.18,69.99,2.01,1.49,2.62,6.13
25.0,80.3,2,316.49,313.3,301.83,64.75,1.93,1.49,2.3,5.73
38.0,98.4,1,379.68,375.22,358.49,77.97,2.18,1.65,2.39,6.22
25.0,105.4,1,379.37,375.96,359.02,77.65,2.04,1.35,2.59,5.98
31.0,159.8,1,219.46,227.55,213.58,43.03,0.81,0.72,1.06,2.6
38.0,145.7,1,314.36,322.23,305.31,62.25,1.37,1.0,1.61,3.98
16.5,63.41,1,167.59,168.51,164.06,33.04,0.95,0.79,1.54,3.27
16.5,63.41,1,167.59,168.51,164.06,33.04,0.95,0.79,1.54,3.27
49.0,67.04,1,284.66,284.91,276.65,56.82,1.75,1.42,2.31,5.48
49.0,67.04,1,284.66,284.91,276.65,56.82,1.75,1.42,2.31,5.48
16.5,74.84,1,346.63,344.32,332.73,70.42,2.2,1.14,3.11,6.45
36.0,88.63,1,342.13,337.82,323.99,70.33,2.17,1.3,2.45,5.92
36.0,88.63,1,342.13,337.82,323.99,70.33,2.17,1.3,2.45,5.92
43.0,88.09,1,372.63,367.96,352.99,76.59,2.13,1.45,2.89,6.47
30.0,121.56,1,396.01,396.97,380.38,80.05,2.06,1.32,2.32,5.7
30.0,121.56,1,396.01,396.97,380.38,80.05,2.06,1.32,2.32,5.7
23.0,81.8,1,394.8,390.55,375.93,80.88,2.63,1.56,2.9,7.09
22.0,105.5,2,379.23,375.84,358.9,77.61,1.99,1.3,2.68,5.97
22.0,105.5,1,379.23,375.84,358.9,77.61,1.99,1.3,2.68,5.97
22.0,101.6,2,262.88,260.07,248.35,53.91,1.4,1.3,1.53,4.23
73.0,74.6,1,136.78,135.89,131.34,27.78,0.7,0.8,1.04,2.55
34.0,75.0,1,376.65,374.09,361.46,76.54,2.53,1.8,2.67,7.0
16.0,88.1,1,326.84,322.76,309.62,67.18,2.01,1.19,2.47,5.68
16.0,88.1,1,326.84,322.76,309.62,67.18,2.01,1.19,2.47,5.68
32.0,99.0,2,295.2,291.79,278.74,60.61,1.57,1.24,2.02,4.82
36.0,104.5,1,388.24,384.58,367.22,79.5,2.2,1.51,2.44,6.15
36.0,104.5,1,388.24,384.58,367.22,79.5,2.2,1.51,2.44,6.15
29.0,133.8,1,380.29,385.51,367.58,76.05,1.78,1.23,2.11,5.12
29.0,133.8,1,380.29,385.51,367.58,76.05,1.78,1.23,2.11,5.12
15.0,76.1,1,268.34,266.31,257.16,54.62,1.58,1.25,2.14,4.96
15.0,89.0,1,222.72,219.91,210.87,45.78,1.24,0.98,1.63,3.85
16.0,59.7,1,277.57,280.6,274.09,53.85,1.59,1.38,2.51,5.49
16.0,59.7,1,277.57,280.6,274.09,53.85,1.59,1.38,2.51,5.49
16.0,98.0,1,335.34,331.37,316.62,68.88,1.89,1.1,2.53,5.51
16.0,98.0,1,335.34,331.37,316.62,68.88,1.89,1.1,2.53,5.51
16.0,121.6,1,284.47,285.16,273.25,57.5,1.44,1.05,1.6,4.09
16.0,121.6,1,284.47,285.16,273.25,57.5,1.44,1.05,1.6,4.09
18.0,109.7,3,241.6,240.01,229.37,49.31,1.3,0.75,1.66,3.71
18.0,109.7,1,241.6,240.01,229.37,49.31,1.3,0.75,1.66,3.71
9.0,39.2,1,226.26,237.71,235.74,36.68,1.53,0.97,2.04,4.54
13.0,65.2,1,314.3,315.28,306.54,62.37,2.3,1.27,2.53,6.1
13.0,65.2,1,314.3,315.28,306.54,62.37,2.3,1.27,2.53,6.1
19.0,82.1,1,292.08,288.9,278.04,59.85,1.77,1.04,2.44,5.24
68.0,81.65,1,320.26,316.83,305.0,65.6,2.17,1.13,2.45,5.76
25.0,88.91,1,344.83,340.48,326.49,70.88,2.08,1.27,2.62,5.96
15.0,97.98,1,231.34,228.6,218.43,47.52,1.3,0.82,1.68,3.8
24.0,102.51,1,425.73,421.34,402.33,87.28,2.7,1.41,2.71,6.82
39.0,117.48,1,281.99,281.71,269.84,57.2,1.53,0.98,1.64,4.15
39.0,117.48,1,281.99,281.71,269.84,57.2,1.53,0.98,1.64,4.15
46.0,66.41,3,308.08,308.58,299.77,61.37,1.92,1.54,2.48,5.95
46.0,66.41,1,308.08,308.58,299.77,61.37,1.92,1.54,2.48,5.95
24.0,73.3,2,367.72,365.73,353.73,74.51,2.22,1.5,3.17,6.89
24.0,73.3,1,367.72,365.73,353.73,74.51,2.22,1.5,3.17,6.89
16.5,73.57,3,290.56,288.92,279.4,58.9,2.0,1.36,2.07,5.44
16.5,73.57,1,290.56,288.92,279.4,58.9,2.0,1.36,2.07,5.44
35.5,74.93,1,323.03,320.86,310.04,65.64,1.87,1.57,2.57,6.01
35.5,74.93,2,323.03,320.86,310.04,65.64,1.87,1.57,2.57,6.01
20.5,74.93,2,337.39,335.12,323.82,68.56,2.07,1.57,2.64,6.27
39.0,77.29,1,348.49,345.57,333.47,71.06,2.33,1.49,2.59,6.4
39.0,77.29,1,348.49,345.57,333.47,71.06,2.33,1.49,2.59,6.4
22.5,83.55,2,391.79,387.31,372.45,80.37,2.51,1.41,3.05,6.97
22.5,83.55,2,391.79,387.31,372.45,80.37,2.51,1.41,3.05,6.97
32.5,105.6,3,312.89,310.11,296.14,64.03,1.56,1.21,2.15,4.92
42.5,121.02,1,314.98,315.59,302.42,63.7,1.59,1.32,1.63,4.54
14.0,66.22,1,236.43,236.87,230.14,47.07,1.7,0.98,1.89,4.57
14.0,70.76,1,339.24,338.19,327.59,68.38,2.19,1.45,2.79,6.43
19.0,88.15,1,249.96,246.83,236.78,51.38,1.56,1.08,1.7,4.34
28.0,97.95,2,295.04,291.55,278.58,60.6,1.58,1.23,2.04,4.85
26.0,88.3,3,293.82,290.13,278.3,60.39,1.7,1.13,2.27,5.1
17.0,132.95,1,272.54,276.06,263.34,54.54,1.2,0.98,1.5,3.69
36.0,98.7,1,312.62,308.98,295.18,64.19,1.67,1.37,2.08,5.12
53.0,101.65,1,297.97,294.79,281.5,61.11,1.5,1.18,2.12,4.8
24.0,86.3,1,330.41,326.38,313.4,67.87,1.91,1.45,2.43,5.79
22.0,99.15,1,285.74,282.44,269.81,58.67,1.46,0.98,2.22,4.66
27.0,98.7,3,294.05,290.62,277.64,60.38,1.62,0.91,2.28,4.81
27.0,99.75,1,343.52,339.63,324.4,70.51,1.9,1.43,2.26,5.59
19.0,105.35,1,298.13,295.45,282.13,61.02,1.38,1.14,2.18,4.7
32.0,87.95,2,340.22,335.97,322.32,69.92,1.88,1.31,2.73,5.91
27.0,89.15,1,386.58,381.7,365.97,79.47,2.36,1.49,2.83,6.67
19.0,77.4,4,240.91,238.88,230.5,49.13,1.45,1.16,1.81,4.43
57.0,66.9,1,292.85,293.16,284.68,58.43,1.98,1.46,2.2,5.64
27.0,73.9,3,224.53,223.2,215.8,45.54,1.32,0.85,2.03,4.19
20.0,70.25,1,280.99,280.26,271.56,56.57,1.85,1.07,2.42,5.34
19.0,81.7,3,250.33,247.64,238.39,51.28,1.41,1.13,1.96,4.5
18.0,81.95,2,285.59,282.5,271.9,58.51,1.71,1.22,2.2,5.13
34.0,74.05,2,311.03,309.16,298.88,63.11,1.92,1.42,2.46,5.81
25.0,82.2,2,315.64,312.19,300.44,64.68,1.7,1.52,2.43,5.66
24.0,78.35,1,357.82,354.59,341.97,73.06,2.2,1.79,2.55,6.54
19.0,78.25,1,370.32,367.0,353.96,75.6,2.17,1.73,2.88,6.77
34.0,74.25,1,326.74,324.71,313.89,66.32,1.78,1.48,2.83,6.09
23.0,66.7,1,365.41,365.88,355.35,72.86,2.1,1.57,3.37,7.05
31.0,79.7,1,357.63,354.14,341.28,73.13,2.13,1.57,2.79,6.49
45.0,82.1,1,371.9,367.85,354.02,76.21,2.19,1.43,3.05,6.67
20.0,67.1,1,317.37,317.63,308.4,63.36,2.05,1.53,2.53,6.11
89.0,64.1,1,298.35,299.72,291.65,58.97,1.91,1.09,2.81,5.81
17.0,74.0,1,269.56,267.94,259.05,54.69,1.82,1.15,2.06,5.03
20.0,73.8,1,302.66,300.89,290.93,61.38,2.17,1.12,2.37,5.66
21.0,74.5,2,299.01,297.1,287.15,60.71,1.81,1.41,2.35,5.57
31.0,71.5,1,303.53,302.38,292.77,61.28,2.03,1.26,2.45,5.73
21.0,77.7,1,382.44,379.14,365.78,78.02,2.57,1.54,2.9,7.01
29.0,79.0,1,347.36,344.1,331.73,70.97,2.31,1.42,2.59,6.33
61.0,77.9,1,224.55,222.59,214.72,45.82,1.44,0.87,1.8,4.11
19.0,88.5,1,291.84,288.18,276.39,59.99,1.67,1.05,2.34,5.06
33.0,88.8,1,356.44,351.95,337.51,73.27,2.25,1.35,2.56,6.17
18.0,91.1,1,337.41,333.12,319.1,69.38,1.95,1.32,2.5,5.76
33.0,97.2,2,341.25,337.14,322.21,70.11,2.03,1.47,2.13,5.63
34.0,99.1,1,347.59,343.58,328.21,71.37,1.92,1.44,2.32,5.68
28.0,106.0,2,355.98,352.89,337.01,72.83,2.05,1.23,2.31,5.59
33.0,105.0,1,446.29,442.19,422.25,91.36,2.67,1.62,2.76,7.05
37.0,106.0,1,266.76,264.44,252.54,54.58,1.25,1.04,1.9,4.19
58.0,107.8,1,256.65,254.67,243.28,52.45,1.53,0.97,1.48,3.99
27.0,122.5,1,319.44,320.47,307.03,64.52,1.51,1.16,1.9,4.57
25.0,156.4,1,292.5,302.51,284.65,57.47,1.18,0.88,1.45,3.52
55.0,59.24,1,326.26,330.07,322.55,63.16,1.98,1.77,2.7,6.46
15.0,66.77,1,293.27,293.62,285.16,58.49,1.83,1.35,2.47,5.65
19.0,65.59,1,395.55,396.59,385.49,78.59,2.78,1.75,3.13,7.66
33.0,81.37,1,450.62,445.85,429.26,92.28,2.83,1.9,3.38,8.11
24.0,87.54,1,304.98,301.19,289.01,62.67,1.8,1.23,2.28,5.31
51.0,87.91,1,333.76,329.59,316.21,68.59,1.93,1.71,2.16,5.8
40.0,97.52,1,404.54,399.7,381.96,83.1,2.2,1.59,2.87,6.67
25.0,97.98,2,350.9,346.74,331.31,72.07,2.17,1.48,2.12,5.77
40.0,97.52,1,404.54,399.7,381.96,83.1,2.2,1.59,2.87,6.67
40.0,89.58,1,309.48,305.56,292.91,63.63,1.59,1.7,2.04,5.33
50.0,98.88,1,318.55,314.86,300.79,65.41,1.95,1.39,1.87,5.21
38.0,105.46,1,301.02,298.32,284.88,61.61,1.61,1.19,1.94,4.74
36.0,118.02,1,363.85,363.64,348.37,73.77,1.69,1.63,2.01,5.34
32.0,122.47,2,285.24,286.15,274.15,57.61,1.55,0.84,1.69,4.08
31.0,135.53,1,338.78,343.99,327.68,67.64,1.59,1.09,1.84,4.52
16.0,72.3,1,257.18,256.01,247.76,52.01,1.8,1.14,1.9,4.84
26.0,66.5,1,313.62,314.1,305.1,62.49,2.29,1.39,2.37,6.05
26.0,74.8,2,346.75,344.45,332.86,70.44,2.24,1.64,2.57,6.45
27.0,71.0,1,366.35,365.13,353.63,73.88,2.39,1.73,2.82,6.94
21.0,66.0,1,442.69,443.64,431.08,88.07,3.03,2.2,3.33,8.56
19.0,94.0,1,283.27,279.71,267.6,58.24,1.7,1.04,2.02,4.76
16.0,82.5,10,267.57,264.61,254.61,54.85,1.45,1.03,2.3,4.79
21.0,89.0,1,320.26,316.22,303.22,65.84,1.97,1.18,2.39,5.53
22.0,98.0,1,411.42,406.54,388.45,84.5,2.32,1.73,2.7,6.76
23.0,80.4,1,281.89,279.03,268.8,57.68,1.68,1.12,2.3,5.1
25.0,113.3,2,251.92,250.87,240.01,51.27,1.32,0.88,1.59,3.8
27.0,79.9,1,326.05,322.83,311.07,66.68,2.03,1.31,2.57,5.91
27.0,88.3,2,334.62,330.43,316.95,68.78,2.18,1.44,2.18,5.8
29.0,90.0,1,370.18,365.48,350.28,76.11,2.33,1.83,2.19,6.36
29.0,118.0,1,365.31,365.1,349.76,74.07,1.74,1.31,2.31,5.36
32.0,95.0,1,319.66,315.68,301.9,65.71,1.79,1.05,2.5,5.34
47.0,104.5,1,312.71,309.76,295.78,64.03,1.58,1.2,2.18,4.95
48.0,100.5,2,270.24,267.25,255.23,55.45,1.39,1.0,1.99,4.38
55.0,125.0,4,277.71,279.22,267.21,55.97,1.32,0.88,1.72,3.92
16.0,52.0,1,237.05,242.87,239.18,43.83,1.54,0.96,2.26,4.76
16.0,52.0,1,237.05,242.87,239.18,43.83,1.54,0.96,2.26,4.76
10.0,56.0,1,199.15,202.55,198.59,37.86,1.47,0.71,1.79,3.97
49.0,67.5,1,258.2,258.29,250.72,51.61,1.37,1.52,2.07,4.96
49.0,67.5,1,258.2,258.29,250.72,51.61,1.37,1.52,2.07,4.96
34.0,75.0,1,396.38,393.69,380.4,80.55,2.43,1.67,3.27,7.37
21.0,75.0,2,292.35,290.37,280.57,59.41,1.87,1.23,2.33,5.43
80.0,75.0,3,156.04,154.98,149.75,31.71,0.93,0.47,1.5,2.9
80.0,75.0,1,156.04,154.98,149.75,31.71,0.93,0.47,1.5,2.9
26.0,82.5,1,462.32,457.21,439.93,94.77,2.76,1.79,3.73,8.27
50.0,82.5,2,442.0,437.11,420.59,90.6,2.67,1.67,3.58,7.91
27.0,82.5,3,421.68,417.02,401.25,86.43,2.76,1.61,3.18,7.55
30.0,82.5,4,401.36,396.92,381.91,82.27,2.39,1.67,3.12,7.18
21.0,82.5,5,377.65,373.47,359.35,77.41,2.42,1.39,2.94,6.76
