Age,BodyweightKg,Place,Dots,Wilks,Glossbrenner,Goodlift,bestSquat/bodyWeight,bestBench/bodyWeight,bestDeadlift/bodyWeight,totalKg/bodyWeight
22.0,74.0,1,461.33,458.56,443.34,93.59,2.97,2.13,3.51,8.61
19.5,73.95,3,392.75,390.41,377.46,79.67,2.64,1.52,3.18,7.34
18.5,83.0,1,416.87,412.18,396.49,85.48,2.71,1.57,3.16,7.44
20.5,78.25,3,366.83,363.54,350.62,74.89,2.46,1.44,2.81,6.71
48.0,58.66,2,389.16,394.06,385.3,75.11,2.86,1.7,3.15,7.71
25.5,58.3,3,389.02,394.15,385.52,74.94,2.66,1.72,3.34,7.72
31.5,58.35,1,438.41,444.15,434.41,84.48,3.34,1.84,3.51,8.7
28.5,64.75,4,379.53,380.94,370.5,75.19,2.78,1.74,2.86,7.37
21.5,65.5,2,380.2,381.24,370.59,75.52,2.71,1.37,3.28,7.37
27.0,65.9,1,456.92,457.95,445.02,90.88,3.11,2.31,3.41,8.84
27.0,73.85,2,482.95,480.11,464.21,97.95,2.98,2.23,3.81,9.03
25.0,82.25,1,461.42,456.37,439.18,94.56,2.98,2.01,3.28,8.27
31.0,82.95,3,435.58,430.69,414.31,89.31,2.77,1.63,3.38,7.78
24.0,73.3,1,509.71,506.95,490.31,103.28,3.48,2.32,3.75,9.55
31.5,72.75,3,453.71,451.46,436.79,91.83,3.13,2.3,3.09,8.52
47.5,56.45,1,335.52,340.99,334.16,63.96,2.48,1.33,2.88,6.69
67.0,57.35,1,318.24,322.94,316.17,60.99,2.05,1.67,2.62,6.33
61.5,58.8,2,281.09,284.57,278.2,54.29,2.04,0.68,2.85,5.57
25.5,81.9,1,336.71,333.07,320.58,57.61,2.2,1.62,2.23,6.04
53.0,81.3,1,377.41,373.43,359.55,77.29,2.71,1.51,2.58,6.8
61.5,90.25,1,196.94,194.44,186.33,40.49,1.11,0.83,1.44,3.38
18.0,92.95,1,363.39,358.79,343.4,74.72,1.99,1.79,2.37,6.14
22.5,99.65,4,379.12,374.81,358.01,77.82,2.43,1.43,2.31,6.17
21.5,92.45,2,404.22,399.09,382.06,83.12,2.38,1.98,2.49,6.85
22.5,96.9,5,347.97,343.76,328.56,71.5,1.99,1.19,2.58,5.75
22.5,104.5,3,397.3,393.55,375.79,81.36,2.32,1.34,2.63,6.29
21.5,91.85,1,441.67,436.05,417.55,90.82,2.72,1.85,2.94,7.51
23.0,98.9,1,442.22,437.1,417.56,90.8,2.53,1.67,3.03,7.23
22.5,100.7,2,434.17,429.39,410.07,89.08,2.51,1.44,3.08,7.03
25.0,91.3,4,420.51,415.15,397.64,86.46,2.74,1.59,2.85,7.17
17.5,92.05,3,439.6,434.01,415.56,90.39,2.88,1.74,2.85,7.47
23.5,92.75,2,445.95,440.3,421.45,91.7,2.78,1.7,3.07,7.55
25.5,92.6,1,470.21,464.24,444.4,96.68,3.02,1.81,3.13,7.96
28.5,151.4,2,447.91,461.4,435.94,88.31,2.31,1.12,2.08,5.52
30.5,119.1,3,457.72,457.87,438.72,92.72,2.69,1.55,2.43,6.68
26.0,104.1,1,470.55,466.02,444.98,96.38,3.22,1.73,2.52,7.47
37.0,182.3,1,532.98,559.92,524.04,103.37,2.52,1.37,1.82,5.72
25.0,118.55,2,469.97,469.91,450.22,95.25,2.61,1.6,2.66,6.87
32.5,119.4,1,484.66,484.94,464.68,98.15,2.87,1.86,2.32,7.06
43.0,144.3,2,293.46,300.42,284.88,58.17,1.32,0.94,1.49,3.74
44.5,136.85,3,289.57,294.4,280.28,57.75,1.32,1.11,1.41,3.84
53.5,130.5,1,268.46,271.3,259.11,53.84,1.3,0.84,1.53,3.68
17.0,142.5,1,295.84,302.36,287.01,58.73,1.33,1.0,1.47,3.81
53.0,98.65,1,421.66,416.75,398.14,86.59,2.6,1.47,2.84,6.9
42.0,118.6,1,430.99,430.95,412.89,87.34,2.32,1.45,2.53,6.3
48.5,117.65,2,351.23,350.93,336.16,71.23,1.91,1.21,2.04,5.16
52.0,115.6,1,296.66,295.93,283.32,60.27,1.75,1.02,1.64,4.41
52.5,77.6,1,324.81,322.02,310.7,55.62,2.32,1.06,2.58,5.96
23.5,81.9,3,409.83,405.4,390.2,70.12,2.81,1.65,2.9,7.36
26.5,81.1,2,465.16,460.3,443.24,79.6,3.21,2.47,2.71,8.38
54.0,89.7,1,382.14,377.29,361.65,65.22,2.29,1.73,2.56,6.58
46.5,89.6,1,319.17,315.13,302.08,54.48,1.93,1.34,2.23,5.5
28.5,89.3,3,434.94,429.44,411.72,74.25,2.8,2.02,2.69,7.5
26.5,89.4,1,499.57,493.25,472.87,85.28,3.47,1.73,3.41,8.61
33.5,97.6,4,472.83,467.18,446.43,80.42,2.87,2.05,2.87,7.79
27.5,99.3,2,487.75,482.15,460.56,82.89,3.02,1.91,3.02,7.96
26.0,98.8,1,498.11,492.32,470.33,84.68,3.14,2.18,2.83,8.15
31.5,103.3,2,467.49,462.82,441.92,79.3,2.9,2.03,2.52,7.45
28.0,123.4,2,443.89,445.67,426.86,74.59,2.19,1.82,2.31,6.32
21.5,58.5,1,462.03,467.97,457.64,89.1,3.35,2.01,3.8,9.16
26.5,57.25,2,320.47,325.26,318.48,61.38,1.75,1.83,2.79,6.38
26.5,65.75,1,463.98,465.11,452.03,92.23,3.19,2.1,3.69,8.98
24.0,65.1,2,376.01,377.23,366.8,74.59,2.46,1.92,2.92,7.3
29.5,64.85,3,367.18,368.49,358.37,72.77,2.31,2.12,2.7,7.13
25.0,63.25,4,307.51,309.26,301.15,60.59,1.74,1.74,2.53,6.01
24.0,73.65,1,455.5,452.9,437.95,92.35,3.12,2.14,3.26,8.52
24.0,73.6,2,433.91,431.45,417.22,87.97,2.89,1.8,3.43,8.12
26.0,70.35,3,426.68,425.53,412.3,85.92,2.77,2.27,3.06,8.1
25.5,71.75,4,395.14,393.54,380.98,79.82,2.58,1.67,3.21,7.46
27.0,72.2,5,373.26,371.6,359.64,75.47,2.56,1.8,2.67,7.03
23.5,73.1,6,311.85,310.21,300.07,63.16,1.92,1.74,2.19,5.85
25.5,81.7,1,475.11,470.02,452.45,97.33,3.0,1.99,3.55,8.54
26.0,82.25,2,427.49,422.81,406.88,87.61,2.71,1.73,3.22,7.66
32.5,82.1,3,426.24,421.6,405.75,87.34,2.68,2.04,2.92,7.64
27.0,82.35,4,418.72,414.12,398.5,85.82,2.76,1.82,2.91,7.5
30.5,80.65,5,415.2,410.94,395.81,84.98,2.45,1.8,3.25,7.5
28.5,82.7,6,405.88,401.36,386.15,83.21,2.6,1.75,2.9,7.26
27.5,82.65,7,404.33,399.83,384.69,82.89,2.42,1.63,3.18,7.23
36.0,75.8,8,274.35,272.33,263.02,55.82,1.85,1.25,1.98,5.08
32.0,92.15,1,485.7,479.53,459.13,99.87,2.82,2.17,3.26,8.25
23.5,91.3,2,476.68,470.61,450.76,98.02,3.04,1.81,3.29,8.13
38.5,92.85,3,455.27,449.5,430.25,93.61,2.91,1.88,2.91,7.7
24.5,92.25,4,443.93,438.29,419.62,91.28,2.71,1.73,3.09,7.53
31.5,91.95,5,425.44,420.03,402.19,87.48,2.23,1.82,3.18,7.23
24.0,92.8,6,412.4,407.17,389.74,84.8,2.69,1.48,2.8,6.98
37.5,92.2,7,357.79,353.24,338.21,73.57,2.17,1.84,2.06,6.07
39.5,101.85,1,470.25,465.27,444.29,96.43,2.97,1.62,2.97,7.56
23.5,104.25,2,459.69,455.3,434.75,94.15,2.52,1.89,2.88,7.29
25.0,103.0,3,449.81,445.26,425.16,92.19,2.82,1.7,2.67,7.18
24.5,103.55,4,445.79,441.39,421.46,91.34,2.75,1.83,2.51,7.1
29.5,104.65,5,378.95,375.41,358.47,77.59,2.22,1.39,2.39,6.0
29.5,118.45,1,490.87,490.77,470.2,99.49,2.96,1.6,2.62,7.18
24.0,118.6,2,443.96,443.92,425.32,89.97,2.53,1.43,2.53,6.49
30.5,111.7,3,415.17,412.99,394.91,84.61,2.28,1.57,2.46,6.31
25.0,108.3,4,409.61,406.57,388.42,83.68,2.24,1.43,2.68,6.35
37.5,117.7,5,387.31,386.99,370.71,78.55,2.08,1.7,1.91,5.69
35.5,117.95,6,352.37,352.15,337.35,71.45,1.7,1.31,2.16,5.17
36.0,181.3,1,523.47,549.66,514.41,101.57,2.51,1.45,1.68,5.64
30.5,134.75,2,512.48,519.98,495.54,102.39,2.65,1.71,2.5,6.86
30.5,177.8,3,473.31,496.1,464.16,91.97,2.02,1.31,1.84,5.17
31.5,159.9,4,438.85,455.06,427.09,86.04,2.06,1.19,1.94,5.19
25.5,155.5,5,402.14,415.61,391.34,79.06,2.06,1.25,1.54,4.86
33.5,133.1,6,330.84,335.15,319.68,66.2,1.69,1.28,1.5,4.47
15.5,58.0,1,371.63,376.71,368.57,71.47,2.67,1.69,3.02,7.38
15.5,58.05,2,355.74,360.57,352.77,68.44,2.41,1.55,3.1,7.06
16.5,65.15,1,419.31,420.65,409.0,83.19,3.02,1.89,3.22,8.14
17.5,64.3,2,281.66,282.87,275.22,55.71,1.91,1.01,2.57,5.48
17.5,73.65,1,417.39,415.0,401.3,84.62,3.05,1.93,2.82,7.81
16.5,74.0,2,343.73,341.67,330.33,69.73,2.09,1.39,2.94,6.42
17.5,70.8,3,337.25,336.19,325.64,67.98,1.98,1.59,2.82,6.39
17.0,70.65,4,300.42,299.52,290.15,60.54,1.98,1.1,2.62,5.7
16.5,80.5,1,353.82,350.22,337.35,72.4,2.42,1.43,2.55,6.4
17.5,76.25,2,363.85,361.06,348.62,74.08,2.52,1.51,2.69,6.72
16.5,78.0,3,346.54,343.49,331.33,70.72,2.31,1.47,2.56,6.35
17.5,81.5,4,279.67,276.7,266.38,57.28,1.9,1.04,2.09,5.03
16.5,92.95,1,372.3,367.59,351.82,76.55,2.53,1.29,2.47,6.29
16.5,88.85,2,351.45,347.02,332.78,72.25,2.25,1.29,2.53,6.08
16.5,93.0,3,308.58,304.67,291.6,63.45,2.02,1.24,1.96,5.22
16.5,103.15,1,403.98,399.92,381.87,82.79,2.42,1.36,2.67,6.45
22.5,63.45,1,433.9,436.26,424.74,85.56,2.99,1.81,3.66,8.47
20.5,64.85,2,412.83,414.3,402.93,81.82,2.93,1.7,3.39,8.02
22.5,65.6,3,389.6,390.63,379.68,77.41,2.59,1.68,3.28,7.55
23.0,73.35,1,423.96,421.65,407.8,85.91,2.93,1.64,3.37,7.94
22.0,70.5,2,431.67,430.43,417.01,86.95,2.91,1.99,3.3,8.19
20.5,71.95,3,420.21,418.43,405.02,84.91,2.88,1.6,3.44,7.92
18.5,73.45,4,409.04,406.77,393.39,82.9,2.93,1.84,2.89,7.66
20.5,73.95,5,385.51,383.22,370.5,78.2,2.74,1.49,2.97,7.2
19.5,73.25,6,349.67,347.79,336.39,70.84,2.46,1.37,2.73,6.55
21.0,73.9,7,253.5,252.0,243.65,51.42,1.35,2.03,1.35,4.74
22.5,82.4,1,482.64,477.32,459.3,98.92,3.16,1.76,3.73,8.64
21.5,82.5,2,480.95,475.63,457.65,98.58,3.33,1.88,3.39,8.61
23.0,80.85,3,471.82,466.94,449.7,96.58,3.22,2.14,3.15,8.52
21.0,81.85,4,455.9,450.98,434.09,93.4,2.99,2.14,3.05,8.19
23.0,79.8,5,369.45,365.82,352.52,75.55,2.32,1.5,2.88,6.7
18.5,81.75,6,364.3,360.38,346.9,74.63,2.63,1.35,2.57,6.54
19.5,82.25,7,324.01,320.46,308.39,66.4,2.19,1.25,2.37,5.81
20.5,89.75,1,435.77,430.25,412.4,89.59,2.65,1.67,3.18,7.5
21.5,92.2,2,426.8,421.37,403.43,87.76,2.55,1.96,2.74,7.25
21.0,92.4,3,406.88,401.71,384.58,83.66,2.62,1.68,2.6,6.9
20.5,90.4,4,396.78,391.73,375.36,81.58,2.43,1.94,2.43,6.8
20.5,92.65,5,380.85,376.02,359.94,78.31,2.16,1.92,2.37,6.45
22.0,90.05,6,384.62,379.74,363.93,79.08,2.25,1.58,2.78,6.61
20.0,101.6,1,412.66,408.25,389.85,84.63,2.46,1.57,2.61,6.64
22.5,103.55,2,394.24,390.35,372.72,80.77,2.15,1.5,2.63,6.28
22.0,103.65,3,394.08,390.21,372.59,80.74,2.41,1.45,2.41,6.27
19.5,102.75,4,381.81,377.91,360.85,78.26,2.29,1.36,2.46,6.11
21.5,99.85,5,375.71,371.46,354.8,77.12,2.33,1.35,2.43,6.11
18.5,96.15,6,333.55,329.46,314.96,68.55,1.92,1.48,2.13,5.54
22.5,119.95,1,510.05,510.58,489.27,103.25,2.71,1.67,3.03,7.4
20.5,113.7,2,432.98,431.31,412.69,88.1,2.64,1.23,2.64,6.51
20.5,117.85,3,416.03,415.74,398.26,84.36,2.21,1.36,2.55,6.11
23.0,118.65,4,403.54,403.52,386.62,81.78,2.11,1.56,2.23,5.9
21.0,118.8,5,363.03,363.06,347.86,73.56,1.7,1.37,2.23,5.3
19.5,150.4,1,421.84,434.17,410.43,83.23,1.96,1.2,2.06,5.22
19.5,150.6,2,413.63,425.8,402.47,81.6,1.86,1.23,2.03,5.11
22.5,163.2,3,391.81,407.21,381.26,76.67,2.02,0.92,1.62,4.56
23.0,143.5,4,391.88,400.89,380.32,77.73,1.92,1.15,1.95,5.02
46.5,56.35,1,327.14,332.53,325.9,62.33,2.4,1.38,2.75,6.52
41.5,72.85,1,339.97,338.26,327.25,68.82,2.2,1.65,2.54,6.38
44.5,81.8,1,330.13,326.58,314.35,67.63,2.23,1.13,2.57,5.93
41.5,92.65,1,382.45,377.59,361.45,78.64,2.37,1.57,2.54,6.48
46.0,92.75,2,363.13,358.53,343.18,74.67,2.21,1.37,2.56,6.15
44.5,92.15,3,349.9,345.45,330.75,71.95,2.12,1.57,2.25,5.94
47.5,92.55,4,302.93,299.08,286.31,62.29,1.86,1.19,2.08,5.13
43.5,103.35,1,361.17,357.57,341.43,74.01,1.98,1.45,2.32,5.76
46.5,102.7,2,348.42,344.85,329.29,71.42,2.0,1.24,2.34,5.57
41.0,118.5,1,438.32,438.25,419.88,88.83,2.41,1.48,2.53,6.41
45.5,116.9,2,373.73,373.19,357.42,75.85,2.05,1.28,2.18,5.52
42.5,111.6,3,318.11,316.41,302.55,64.83,1.61,1.25,1.97,4.84
53.5,65.35,1,349.28,350.3,340.55,69.34,2.33,1.42,3.02,6.77
58.5,65.4,2,339.22,340.19,330.71,67.35,2.22,1.76,2.6,6.57
53.5,73.7,1,388.54,386.31,373.54,78.78,2.51,1.76,2.99,7.27
52.0,74.0,2,381.36,379.08,366.49,77.37,2.8,1.49,2.84,7.12
52.5,79.25,1,346.7,343.4,331.01,70.86,2.27,1.45,2.59,6.31
54.5,81.8,2,282.49,279.44,268.98,57.87,1.89,1.22,1.96,5.07
52.0,92.95,1,423.85,418.48,400.54,87.15,2.75,1.56,2.86,7.17
58.5,87.3,2,339.9,335.69,322.16,69.84,2.29,1.35,2.29,5.93
53.5,97.6,1,359.29,355.0,339.23,73.81,2.05,1.15,2.72,5.92
58.0,93.4,2,244.45,241.36,230.97,50.26,1.23,1.07,1.82,4.12
50.5,128.4,1,394.0,397.38,379.87,79.16,2.15,1.54,1.77,5.46
55.0,133.05,2,332.26,336.58,321.05,66.49,1.71,0.9,1.88,4.49
61.5,58.3,1,293.93,297.8,291.28,56.62,1.97,1.54,2.32,5.83
68.5,65.35,1,315.73,316.66,307.85,62.68,2.49,0.99,2.64,6.12
64.5,64.6,2,234.89,235.8,229.37,46.51,1.7,1.01,1.86,4.57
61.5,73.25,1,291.39,289.83,280.33,59.04,1.91,1.19,2.35,5.46
67.5,72.2,2,261.1,259.94,251.57,52.79,1.52,1.18,2.22,4.92
64.0,90.7,1,346.2,341.8,327.47,71.18,1.98,1.54,2.4,5.93
60.0,90.85,2,302.48,298.63,286.09,62.19,1.65,1.21,2.31,5.17
73.5,58.0,1,245.29,248.64,243.27,47.18,1.55,1.42,1.9,4.87
70.5,88.0,1,227.29,224.45,215.33,46.71,1.14,1.02,1.79,3.95
22.5,86.55,1,483.31,477.39,458.34,82.59,3.15,2.43,2.89,8.46
27.0,100.0,1,473.95,468.61,447.58,80.52,3.0,1.85,2.85,7.7
41.0,100.0,3,435.48,430.58,411.25,73.99,2.85,1.48,2.75,7.08
34.5,140.0,1,504.18,514.1,488.66,84.31,2.93,1.29,2.36,6.57
18.5,73.6,1,348.58,346.61,335.17,59.69,2.72,1.49,2.31,6.52
19.0,78.8,2,215.69,213.69,206.03,36.93,1.27,1.4,1.27,3.93
18.0,82.1,1,396.01,391.7,376.97,67.76,2.44,1.83,2.84,7.1
15.0,90.2,1,234.13,231.16,221.52,39.95,1.36,1.0,1.66,4.02
21.0,80.4,1,302.51,299.45,288.46,51.78,1.24,1.87,2.36,5.47
20.0,87.1,2,223.58,220.82,211.95,38.2,1.15,0.92,1.84,3.9
38.0,134.0,1,432.85,438.87,418.41,72.48,2.01,1.42,2.39,5.82
23.0,87.0,1,473.76,467.92,449.13,80.94,2.99,2.3,2.99,8.28
23.0,111.3,1,430.46,428.08,409.29,72.73,2.61,1.62,2.34,6.56
38.5,131.6,1,513.26,519.23,495.63,86.01,2.74,1.98,2.28,6.99
23.5,89.7,1,498.72,492.4,471.99,85.12,3.34,2.34,2.9,8.58
52.5,104.9,1,337.86,334.74,319.64,57.26,1.91,1.14,2.29,5.34
20.0,81.0,1,364.53,360.73,347.38,62.38,2.62,1.6,2.35,6.57
23.0,111.0,1,439.75,437.23,418.0,74.31,2.75,1.62,2.34,6.71
38.5,131.0,1,508.38,513.99,490.77,85.2,2.79,1.83,2.33,6.95
18.0,149.5,1,409.06,420.7,397.88,68.34,2.34,1.37,1.37,5.08
23.5,85.8,1,324.81,320.89,308.2,55.52,2.1,1.17,2.45,5.71
21.0,67.5,1,223.52,223.59,217.04,38.23,0.89,1.93,1.48,4.3
16.5,82.5,1,277.73,274.66,264.28,47.51,1.21,1.21,2.55,4.97
19.0,82.5,2,220.15,217.72,209.49,37.66,1.09,1.03,1.82,3.94
21.0,82.5,1,182.9,180.87,174.04,31.29,0.73,1.82,0.73,3.27
19.0,90.0,1,400.89,395.8,379.34,68.42,2.44,2.0,2.44,6.89
43.0,100.0,1,417.01,412.32,393.81,70.85,2.6,1.48,2.7,6.78
62.0,100.0,1,357.0,352.98,337.14,60.65,2.2,1.5,2.1,5.8
27.0,140.0,1,380.87,388.37,369.15,63.69,1.71,1.21,2.04,4.96
39.0,74.15,1,314.38,312.45,302.05,53.84,2.12,1.48,2.26,5.87
19.0,81.8,1,357.36,353.51,340.28,61.15,2.41,1.22,2.78,6.42
28.0,59.2,1,194.16,196.44,191.97,33.04,1.27,1.06,1.52,3.84
25.5,80.8,2,279.36,276.47,266.27,47.81,1.73,1.21,2.1,5.04
23.0,78.5,1,348.69,345.51,333.19,59.7,2.07,1.78,2.52,6.37
44.0,128.8,1,254.09,256.36,245.03,42.61,1.18,0.87,1.46,3.51
22.0,123.0,2,361.75,363.07,347.8,60.8,1.99,1.18,1.99,5.16
20.0,120.0,1,373.3,373.7,358.1,62.82,1.94,1.29,2.19,5.42
29.0,118.5,2,445.53,445.45,426.78,75.02,2.3,1.73,2.49,6.52
46.0,122.5,1,339.41,340.5,326.22,57.06,1.67,1.67,1.51,4.86
38.0,122.9,3,366.12,367.42,351.98,61.54,1.99,1.57,1.67,5.23
51.0,138.4,1,423.35,431.03,410.04,70.82,2.35,1.05,2.17,5.56
37.0,124.4,1,542.08,544.74,521.5,91.06,2.97,2.13,2.57,7.68
39.0,137.7,1,349.63,355.74,338.53,58.49,1.49,1.71,1.42,4.61
29.0,80.6,2,320.95,317.67,305.98,54.93,2.26,1.24,2.3,5.8
36.0,81.4,1,337.89,334.31,321.87,57.82,2.21,1.6,2.27,6.08
34.0,87.8,6,265.21,261.91,251.29,45.3,1.45,1.03,2.14,4.61
45.0,80.5,1,364.13,360.42,347.18,62.32,2.36,1.55,2.67,6.58
26.0,94.5,4,434.11,428.67,410.04,73.94,2.88,1.69,2.7,7.28
62.0,80.0,1,425.79,421.57,406.19,72.88,3.41,1.06,3.25,7.72
34.0,89.65,4,477.81,471.75,452.21,81.55,2.79,2.4,3.04,8.23
31.0,88.05,3,506.76,500.42,480.07,86.55,3.63,2.07,3.09,8.8
28.0,97.5,2,458.11,452.62,432.54,77.92,2.67,2.05,2.83,7.55
44.0,89.95,1,549.76,542.79,520.22,93.82,4.28,2.06,3.11,9.45
38.0,84.75,5,295.29,291.8,280.43,50.49,2.04,1.3,1.89,5.22
25.0,88.8,2,507.8,501.4,480.83,86.7,3.94,2.06,2.79,8.78
20.0,87.5,1,419.85,414.64,397.89,71.72,2.74,1.71,2.86,7.31
21.0,92.2,1,415.3,410.02,392.56,70.81,2.93,1.57,2.55,7.05
14.0,102.0,1,161.74,160.04,152.82,27.45,0.96,0.66,0.98,2.6
19.0,107.5,1,334.6,331.97,317.1,56.64,2.14,1.07,2.0,5.21
34.5,108.6,1,398.75,395.87,378.22,67.46,2.12,1.84,2.21,6.17
33.0,95.85,3,445.37,439.88,420.57,75.82,3.03,1.98,2.4,7.41
27.0,105.0,4,342.26,339.11,323.82,58.01,1.95,1.31,2.14,5.4
31.0,104.0,3,363.27,359.75,343.51,61.6,1.63,1.73,2.4,5.77
26.0,96.3,1,474.14,468.34,447.71,80.7,3.12,2.23,2.52,7.87
42.0,106.8,1,527.15,522.79,499.32,89.26,3.23,2.39,2.62,8.24
51.0,108.0,1,465.21,461.69,441.05,78.73,2.82,1.69,2.71,7.22
22.0,109.4,1,511.89,508.43,485.86,86.57,3.15,1.99,2.74,7.88
39.0,110.0,2,461.97,459.02,438.71,78.1,2.91,1.86,2.32,7.09
40.0,107.6,2,473.35,469.65,448.62,80.12,2.95,2.09,2.32,7.37
31.0,107.9,1,508.64,504.75,482.18,86.08,3.43,1.78,2.69,7.9
40.0,56.2,1,245.37,249.48,244.55,46.71,1.69,1.2,2.0,4.89
15.0,67.2,1,266.77,266.95,259.18,53.27,1.86,1.23,2.05,5.13
30.0,79.1,1,371.39,367.88,354.64,75.89,2.31,1.86,2.59,6.76
20.0,83.3,1,363.81,359.68,345.93,74.61,2.52,1.38,2.58,6.48
58.0,122.4,1,415.38,416.68,399.22,83.9,2.17,1.35,2.43,5.95
34.0,158.3,1,266.39,275.91,259.25,52.28,1.26,0.79,1.12,3.17
45.0,99.4,1,333.25,329.44,314.68,68.41,1.84,1.26,2.34,5.43
40.0,140.9,1,393.87,401.96,381.88,78.29,2.13,1.21,1.77,5.11
58.0,122.4,1,450.76,452.17,433.22,91.05,2.49,1.55,2.41,6.45
31.0,138.7,1,414.84,422.49,401.86,82.61,2.07,1.41,1.96,5.44
31.0,114.2,1,438.14,436.61,417.83,89.11,2.41,1.75,2.41,6.57
62.0,89.5,1,333.94,329.71,316.07,68.65,2.07,1.45,2.23,5.75
24.0,93.9,1,367.33,362.71,347.02,75.52,2.13,1.44,2.61,6.18
35.0,91.0,2,368.14,363.46,348.17,75.7,2.42,1.37,2.5,6.29
27.0,89.9,1,435.08,429.56,411.71,89.45,2.53,1.84,3.11,7.48
24.0,107.3,1,520.2,516.05,492.92,106.34,3.03,1.82,3.26,8.11
21.0,99.75,1,471.38,466.04,445.14,80.1,3.33,2.28,2.06,7.67
41.0,78.3,1,317.8,314.94,303.74,64.88,2.08,1.4,2.33,5.81
27.0,90.0,1,308.75,304.83,292.15,63.48,2.03,1.22,2.06,5.31
38.0,78.1,1,304.3,301.6,290.91,62.11,1.82,1.25,2.5,5.57
38.0,81.1,1,348.87,345.22,332.43,71.43,2.28,1.54,2.47,6.29
29.0,78.95,2,321.43,318.42,306.98,65.67,1.9,1.3,2.66,5.86
36.0,98.1,2,397.26,392.57,375.09,81.59,2.5,1.58,2.45,6.52
27.0,81.7,1,531.31,525.61,505.96,90.91,4.47,2.02,3.06,9.55
22.0,94.4,2,401.16,396.13,378.93,68.33,2.89,1.3,2.54,6.73
26.0,95.6,1,417.64,412.48,394.4,71.1,2.88,1.46,2.62,6.96
30.0,94.7,1,405.29,400.23,382.8,83.32,2.32,1.58,2.88,6.78
46.0,89.85,1,461.09,455.24,436.34,78.69,3.06,1.84,3.03,7.93
46.0,98.5,1,553.61,547.13,522.72,94.13,4.17,2.06,2.84,9.07
30.0,58.5,1,256.45,259.74,254.0,49.45,1.88,1.24,1.97,5.09
60.0,69.95,1,257.4,256.81,248.88,44.06,1.64,1.07,2.18,4.9
36.0,64.7,1,318.12,319.32,310.58,63.01,2.05,1.74,2.4,6.18
19.0,74.5,1,277.4,275.62,266.39,56.32,1.64,1.17,2.35,5.17
64.0,74.2,1,395.51,393.07,379.98,80.27,2.9,1.18,3.3,7.38
46.0,124.9,1,284.87,286.39,274.09,57.41,1.46,1.04,1.52,4.02
29.0,101.4,1,278.4,275.4,262.99,57.1,1.41,1.08,2.0,4.49
48.0,122.3,1,386.67,387.85,371.6,65.01,2.04,1.76,1.74,5.54
24.0,120.8,3,293.68,294.2,281.92,59.4,1.28,0.99,1.97,4.24
22.0,106.0,1,363.49,360.34,344.12,74.37,2.17,1.16,2.38,5.71
40.0,106.9,1,372.76,369.7,353.11,76.22,2.32,1.26,2.25,5.82
25.0,112.8,2,352.07,350.49,335.26,71.69,2.08,1.02,2.22,5.32
44.0,106.9,2,371.26,368.22,351.69,75.91,2.1,1.52,2.17,5.8
21.0,112.6,1,314.14,312.68,299.07,63.97,1.62,0.91,2.22,4.75
21.5,87.8,1,342.16,337.89,324.19,58.44,2.16,1.22,2.56,5.95
22.0,108.7,1,478.93,475.5,454.31,81.02,3.36,1.52,2.53,7.41
40.0,134.0,1,525.8,533.11,508.26,88.05,3.06,2.03,1.98,7.07
22.0,131.7,1,425.3,430.28,410.71,71.26,2.32,1.29,2.18,5.79
45.0,102.5,1,414.18,409.9,391.4,70.28,3.07,0.98,2.59,6.63
53.0,109.5,1,455.35,452.3,432.23,77.0,2.92,1.35,2.74,7.01
31.0,122.2,1,418.17,419.41,401.85,84.48,2.05,1.58,2.37,5.99
31.0,107.2,1,565.26,560.71,535.57,95.7,3.54,2.29,2.99,8.82
15.0,69.9,1,195.49,195.05,189.04,39.32,1.18,0.89,1.65,3.72
15.0,81.3,1,280.07,277.11,266.81,57.35,1.75,1.26,2.03,5.04
30.0,75.8,1,352.74,350.14,338.17,71.77,2.28,1.72,2.54,6.53
35.0,113.6,2,490.18,488.25,467.16,82.73,2.82,2.35,2.2,7.37
30.0,113.9,1,593.51,591.3,565.81,100.15,3.84,2.46,2.61,8.91
28.0,105.1,1,343.63,340.49,325.14,70.34,1.9,1.19,2.33,5.42
29.0,88.9,2,357.86,353.35,338.83,73.56,2.14,1.55,2.5,6.19
49.0,88.8,1,354.81,350.34,335.97,72.94,2.39,1.41,2.34,6.14
59.0,123.2,1,424.19,425.82,407.88,85.62,2.31,1.3,2.44,6.05
28.0,89.8,1,443.42,437.8,419.62,91.17,2.59,1.95,3.09,7.63
43.0,123.7,2,288.59,289.82,277.55,58.23,1.5,0.95,1.66,4.1
34.0,156.5,1,271.18,280.49,263.91,53.28,1.23,0.86,1.17,3.26
30.0,124.2,1,431.61,433.65,415.2,87.04,2.33,1.49,2.29,6.12
43.0,117.3,1,428.27,427.78,409.75,86.89,2.13,1.66,2.51,6.31
32.0,114.9,3,444.48,443.15,424.18,74.97,2.57,1.7,2.37,6.64
59.0,123.2,1,448.39,450.11,431.14,75.36,2.39,1.56,2.44,6.39
38.0,103.1,1,487.61,482.7,460.91,82.72,2.91,2.01,2.86,7.78
15.0,67.1,1,209.0,209.17,203.09,41.72,1.34,0.82,1.86,4.02
28.0,58.2,1,218.6,221.52,216.69,42.09,1.37,1.16,1.8,4.34
15.5,83.7,1,248.61,245.76,236.31,51.0,1.49,1.14,1.79,4.42
